profit_code,profit_pubDate,profit_statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,operation_code,operation_pubDate,operation_statDate,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_code,growth_pubDate,growth_statDate,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,balance_code,balance_pubDate,balance_statDate,balance_currentRatio,balance_quickRatio,balance_cashRatio,balance_YOYLiability,balance_liabilityToAsset,balance_assetToEquity,cash_code,cash_pubDate,cash_statDate,cash_CAToAsset,cash_NCAToAsset,cash_tangibleAssetToAsset,cash_ebitToInterest,cash_CFOToOR,cash_CFOToNP,cash_CFOToGr,dupont_code,dupont_pubDate,dupont_statDate,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,statDate
sh.600435,2020-10-22,2020-09-30,0.002571,0.026631,0.247857,35530291.12,0.03089,,1489320000.0,1489320000.0,sh.600435,2020-10-22,2020-09-30,0.861996,313.226607,1.262789,213.812512,0.387066,0.273895,sh.600435,2020-10-22,2020-09-30,0.016004,0.099536,-0.110276,0.233333,0.339582,sh.600435,2020-10-22,2020-09-30,1.738707,1.22006,0.261673,0.235282,0.414339,1.707472,sh.600435,2020-10-22,2020-09-30,0.710709,0.289291,0.361075,1134.164176,-0.282456,-10.606148,-0.282456,sh.600435,2020-10-22,2020-09-30,0.002571,2.254905,0.273895,0.15629,0.026631,0.790793,1.001357,0.033631,2020-09-30
sh.600435,2021-03-18,2020-12-31,0.028564,0.061512,0.213889,184900017.0,0.041965,2988967186.31,1489320000.0,1489320000.0,sh.600435,2021-03-18,2020-12-31,1.858767,193.676743,4.00612,89.862504,0.817055,0.590072,sh.600435,2021-03-18,2020-12-31,0.029374,0.069813,0.586128,0.333333,0.40141,sh.600435,2021-03-18,2020-12-31,1.706297,1.437752,0.54403,0.09839,0.43613,1.773458,sh.600435,2021-03-18,2020-12-31,0.738647,0.261353,0.347119,,0.112974,1.836631,0.112974,sh.600435,2021-03-18,2020-12-31,0.028564,2.328179,0.590072,0.338017,0.061512,0.88094,1.016824,0.06867,2020-12-31
sh.600435,2021-04-22,2021-03-31,0.000582,0.014585,0.26896,6382813.26,0.05325,,1489320000.0,1489320000.0,sh.600435,2021-04-22,2021-03-31,0.305557,294.544233,0.445478,202.030148,0.107788,0.080624,sh.600435,2021-04-22,2021-03-31,0.037702,0.173297,1.499403,1.086538,1.083324,sh.600435,2021-04-22,2021-03-31,1.634062,1.315733,0.715908,0.342993,0.467426,1.877675,sh.600435,2021-04-22,2021-03-31,0.756796,0.243204,0.329476,14.079118,1.291554,88.556181,1.291554,sh.600435,2021-04-22,2021-03-31,0.000582,2.444001,0.080624,0.202525,0.014585,0.766918,0.938437,0.020265,2021-03-31
sh.600435,2021-08-26,2021-06-30,0.036677,0.070328,0.237976,107864122.57,0.108301,1515812932.97,1489320000.0,1489320000.0,sh.600435,2021-08-26,2021-06-30,0.933143,192.896409,1.484853,121.224159,0.385391,0.28731,sh.600435,2021-08-26,2021-06-30,0.058294,0.181192,186.262772,6.405405,5.980318,sh.600435,2021-08-26,2021-06-30,1.679993,1.282852,0.516444,0.363853,0.452134,1.825264,sh.600435,2021-08-26,2021-06-30,0.752177,0.247823,0.352745,,0.046318,0.658595,0.046318,sh.600435,2021-08-26,2021-06-30,0.036677,2.379679,0.28731,0.762769,0.070328,0.825407,1.028857,0.082815,2021-06-30
sh.600435,2021-10-21,2021-09-30,0.037948,0.050384,0.226479,120040459.27,0.095626,,1489320000.0,1489320000.0,sh.600435,2021-10-21,2021-09-30,1.376703,196.120715,2.072799,130.258658,0.558879,0.424374,sh.600435,2021-10-21,2021-09-30,0.05586,0.237097,2.378539,14.513514,14.391741,sh.600435,2021-10-21,2021-09-30,1.573985,1.178134,0.48207,0.487775,0.498298,1.993215,sh.600435,2021-10-21,2021-09-30,0.777596,0.222404,0.325722,,0.112718,2.237196,0.112718,sh.600435,2021-10-21,2021-09-30,0.037948,2.492657,0.424374,0.712017,0.050384,0.791123,1.037781,0.061368,2021-09-30
sh.600435,2022-03-22,2021-12-31,0.058607,0.054496,0.206506,217549600.62,0.089668,3960567068.44,1489320000.0,1489320000.0,sh.600435,2022-03-22,2021-12-31,1.827871,196.950417,4.807086,74.889443,0.883763,0.680141,sh.600435,2022-03-22,2021-12-31,0.053098,0.229181,0.17658,1.25,1.136737,sh.600435,2022-03-22,2021-12-31,1.529826,1.31996,0.437348,0.471138,0.521979,2.091959,sh.600435,2022-03-22,2021-12-31,0.794776,0.205224,0.308256,,0.077779,1.427259,0.077779,sh.600435,2022-03-22,2021-12-31,0.058607,2.575834,0.680141,0.613859,0.054496,0.928434,1.067362,0.054992,2021-12-31
sh.600435,2022-04-28,2022-03-31,0.015042,0.070689,0.218491,40674815.58,0.11253,,1489320000.0,1489320000.0,sh.600435,2022-04-28,2022-03-31,0.241667,372.412806,0.634157,141.92069,0.114119,0.091972,sh.600435,2022-04-28,2022-03-31,0.062508,0.080408,5.372553,25.333333,26.338881,sh.600435,2022-04-28,2022-03-31,1.684967,1.441943,0.682326,0.127902,0.487974,1.953028,sh.600435,2022-04-28,2022-03-31,0.817893,0.182107,0.344588,39.295665,0.699865,9.900688,0.699865,sh.600435,2022-04-28,2022-03-31,0.015042,2.662955,0.091972,0.868854,0.070689,0.921545,0.975935,0.078598,2022-03-31
sh.600435,2022-08-25,2022-06-30,0.049371,0.083068,0.208365,136775776.61,0.113112,1626075375.52,1489320000.0,1489320000.0,sh.600435,2022-08-25,2022-06-30,0.593905,303.079015,1.674284,107.508638,0.316303,0.256656,sh.600435,2022-08-25,2022-06-30,0.063054,0.175139,0.268038,0.333333,0.424366,sh.600435,2022-08-25,2022-06-30,1.626653,1.363723,0.428392,0.330091,0.511751,2.048137,sh.600435,2022-08-25,2022-06-30,0.828371,0.171629,0.337565,,-0.066678,-0.802701,-0.066678,sh.600435,2022-08-25,2022-06-30,0.049371,2.702779,0.256656,0.856806,0.083068,0.917497,1.023017,0.0885,2022-06-30
sh.600435,2022-10-27,2022-09-30,0.064539,0.0669,0.199036,190047314.99,0.13604,,1489320000.0,1489320000.0,sh.600435,2022-10-27,2022-09-30,0.894284,301.917375,3.148434,85.75693,0.517824,0.424703,sh.600435,2022-10-27,2022-09-30,0.072815,0.158031,0.583194,0.74216,0.808024,sh.600435,2022-10-27,2022-09-30,1.563778,1.365294,0.33534,0.259739,0.542062,2.183703,sh.600435,2022-10-27,2022-09-30,0.843972,0.156028,0.318907,,-0.078634,-1.175393,-0.078634,sh.600435,2022-10-27,2022-09-30,0.064539,2.793485,0.424703,0.813131,0.0669,0.898902,1.046799,0.071097,2022-09-30
sh.600435,2023-04-21,2022-12-31,0.076748,0.066928,0.21595,256966015.77,0.124252,3784250730.45,1489320000.0,1489320000.0,sh.600435,2023-04-21,2022-12-31,1.468624,245.127494,4.578852,78.621503,0.741774,0.599962,sh.600435,2023-04-21,2022-12-31,0.062926,-0.022678,0.181184,0.333333,0.385683,sh.600435,2023-04-21,2022-12-31,1.693871,1.495734,0.650446,-0.085019,0.488683,1.955736,sh.600435,2023-04-21,2022-12-31,0.823191,0.176809,0.348559,,0.122391,1.828697,0.122391,sh.600435,2023-04-21,2022-12-31,0.076748,2.654135,0.599962,0.720137,0.066928,0.972783,1.078855,0.063772,2022-12-31
sh.600435,2023-04-21,2023-03-31,0.009684,0.051255,0.273614,29939535.1,0.116356,,1497663566.0,1497663566.0,sh.600435,2023-04-21,2023-03-31,0.235358,382.395794,0.617972,145.631068,0.110508,0.091326,sh.600435,2023-04-21,2023-03-31,0.09516,0.070586,-0.263929,-0.308017,-0.305278,sh.600435,2023-04-21,2023-03-31,1.727781,1.481677,0.665511,0.059999,0.483149,1.934793,sh.600435,2023-04-21,2023-03-31,0.829586,0.170414,0.357767,,0.018807,0.36693,0.018807,sh.600435,2023-04-21,2023-03-31,0.009684,2.522827,0.091326,0.820047,0.051255,0.850113,1.023784,0.058891,2023-03-31
sh.600435,2023-08-10,2023-06-30,0.057204,0.09588,0.268191,165091861.6,0.143306,1687070752.37,1498138483.0,1498138483.0,sh.600435,2023-08-10,2023-06-30,0.57925,310.746652,1.818393,98.988121,0.314195,0.261841,sh.600435,2023-08-10,2023-06-30,0.101534,0.073595,0.205625,0.244924,0.252606,sh.600435,2023-08-10,2023-06-30,1.669885,1.444411,0.423064,0.063754,0.50706,2.028646,sh.600435,2023-08-10,2023-06-30,0.842808,0.157192,0.353093,,-0.271589,-2.832609,-0.271589,sh.600435,2023-08-10,2023-06-30,0.057204,2.559226,0.261841,0.890336,0.09588,0.82249,1.033179,0.112829,2023-06-30
sh.600435,2023-10-26,2023-09-30,0.071388,0.08621,0.259044,206730994.43,0.143642,,1498262692.0,1498262692.0,sh.600435,2023-10-26,2023-09-30,0.738731,365.491755,2.677256,100.847869,0.429749,0.359041,sh.600435,2023-10-26,2023-09-30,0.100037,0.01839,0.086379,0.18768,0.194879,sh.600435,2023-10-26,2023-09-30,1.659969,1.459684,0.328172,-0.032453,0.515,2.061856,sh.600435,2023-10-26,2023-09-30,0.846515,0.153485,0.349273,,-0.299228,-3.470936,-0.299228,sh.600435,2023-10-26,2023-09-30,0.071388,2.578141,0.359041,0.894572,0.08621,0.856506,1.042311,0.096567,2023-09-30
sh.600435,2024-04-18,2023-12-31,0.073995,0.070245,0.248042,250391117.07,0.128206,3462237213.76,1499388869.0,1499388869.0,sh.600435,2024-04-18,2023-12-31,1.158821,310.66064,5.190012,69.364162,0.626295,0.523645,sh.600435,2024-04-18,2023-12-31,0.091164,0.15197,-0.025502,0.083333,0.038954,sh.600435,2024-04-18,2023-12-31,1.630483,1.518598,0.545525,0.23449,0.52377,2.099827,sh.600435,2024-04-18,2023-12-31,0.847304,0.152696,0.337719,,0.056193,0.799954,0.056193,sh.600435,2024-04-18,2023-12-31,0.073995,2.620277,0.523645,0.767724,0.070245,0.890704,1.088699,0.072439,2023-12-31
sh.600435,2024-04-27,2024-03-31,-0.018467,-0.746987,0.531846,-58718381.56,0.078562,,1500985329.0,1500985329.0,sh.600435,2024-04-27,2024-03-31,0.022278,4039.835989,0.073363,1226.158038,0.013438,0.011286,sh.600435,2024-04-27,2024-03-31,0.035513,0.027234,-2.961232,-3.02439,-3.026662,sh.600435,2024-04-27,2024-03-31,1.735301,1.553257,0.425409,0.028416,0.483705,1.936875,sh.600435,2024-04-27,2024-03-31,0.831618,0.168382,0.365316,,-8.938184,,-8.938184,sh.600435,2024-04-27,2024-03-31,-0.018467,2.585075,0.011286,0.847405,-0.746987,0.903866,0.975927,-0.846821,2024-03-31
sh.600435,2024-08-22,2024-06-30,-0.027946,-0.276481,0.40091,-81006692.09,-0.019287,292991774.29,1502221472.0,1502221472.0,sh.600435,2024-08-22,2024-06-30,0.08377,2148.740156,0.329469,546.282246,0.052384,0.043572,sh.600435,2024-08-22,2024-06-30,-0.020358,-0.097493,-1.490676,-1.503568,-1.50492,sh.600435,2024-08-22,2024-06-30,1.784657,1.556091,0.298954,-0.178732,0.004614,1.856724,sh.600435,2024-08-22,2024-06-30,0.813404,0.186596,0.378035,,-3.773248,,-3.773248,sh.600435,2024-08-22,2024-06-30,-0.027946,2.532038,0.043572,0.916181,-0.276481,0.770048,0.882227,-0.406974,2024-06-30
sh.600435,2024-10-25,2024-09-30,-0.027738,-0.095695,0.312437,-76191961.04,-0.044228,,1502563977.0,1502563977.0,sh.600435,2024-10-25,2024-09-30,0.221068,1221.342301,0.992245,272.122556,0.139678,0.116701,sh.600435,2024-10-25,2024-09-30,-0.03333,-0.095981,-1.368556,-1.397893,-1.398792,sh.600435,2024-10-25,2024-09-30,1.745414,1.518373,0.27342,-0.16364,0.004765,1.91006,sh.600435,2024-10-25,2024-09-30,0.821966,0.178034,0.36777,,-1.37936,,-1.37936,sh.600435,2024-10-25,2024-09-30,-0.027738,2.565972,0.116701,0.967961,-0.095695,0.77225,0.961175,-0.128922,2024-09-30
sh.600435,2025-04-25,2024-12-31,0.021544,0.032431,0.226378,89112223.66,0.039201,2689730909.48,1506031602.0,1506031602.0,sh.600435,2025-04-25,2024-12-31,0.663552,542.534449,4.418301,81.479302,0.429793,0.364994,sh.600435,2025-04-25,2024-12-31,0.021557,0.065838,-0.644108,-0.692308,-0.692883,sh.600435,2025-04-25,2024-12-31,1.58029,1.451574,0.327692,0.111741,0.005463,2.204234,sh.600435,2025-04-25,2024-12-31,0.85104,0.14896,0.322571,,-0.199388,-6.148053,-0.199388,sh.600435,2025-04-25,2024-12-31,0.021544,2.747209,0.364994,0.662506,0.032431,1.074883,1.208677,0.024963,2024-12-31
sh.600435,2025-04-25,2025-03-31,-0.006045,-0.069207,0.279076,-24343174.1,0.061016,,1508405272.0,1508405272.0,sh.600435,2025-04-25,2025-03-31,0.076093,1182.757484,0.475478,189.274448,0.054881,0.046575,sh.600435,2025-04-25,2025-03-31,0.036274,0.104509,0.585425,0.665663,0.663203,sh.600435,2025-04-25,2025-03-31,1.652946,1.512304,0.264806,0.187067,0.005199,2.082725,sh.600435,2025-04-25,2025-03-31,0.846112,0.153888,0.343618,,-1.076581,,-1.076581,sh.600435,2025-04-25,2025-03-31,-0.006045,2.724287,0.046575,0.688424,-0.069207,0.93012,0.937829,-0.079339,2025-03-31
